Doc ID,Reception ID,CPV CODE,Notice Status,Country ISO,TOWN ISO,Project Name,Title,Notice publication number,Publication date,OJ S issue number,Town/city of the buyer,Official name of the buyer,Original language,Country of the buyer,Type of buyer,EU institution/agency,Document sent,Type of contract,Type of procedure,Notice type,Regulation,Type of bid,Award criteria,Common procurement vocabulary (CPV),Place of performance (NUTS),Internet address (URL),Legal basis,Deadline Date,latitude,longitude,Document_id_1,Publication_Date_1,Deadline_1,Document_1,Authority_Name_1,Document_id_2,Publication_Date_2,Deadline_2,Document_2,Authority_Name_2,Document_id_3,Publication_Date_3,Deadline_3,Document_3,Authority_Name_3,Document_id_4,Publication_Date_4,Deadline_4,Document_4,Authority_Name_4,Document_id_5,Publication_Date_5,Deadline_5,Document_5,Authority_Name_5,Document_id_6,Publication_Date_6,Deadline_6,Document_6,Authority_Name_6,Document_id_7,Publication_Date_7,Deadline_7,Document_7,Authority_Name_7,Document_id_8,Publication_Date_8,Deadline_8,Document_8,Authority_Name_8,Document_id_9,Publication_Date_9,Deadline_9,Document_9,Authority_Name_9,Document_id_10,Publication_Date_10,Deadline_10,Document_10,Authority_Name_10,Document_id_11,Publication_Date_11,Deadline_11,Document_11,Authority_Name_11,Document_id_12,Publication_Date_12,Deadline_12,Document_12,Authority_Name_12,Document_id_13,Publication_Date_13,Deadline_13,Document_13,Authority_Name_13,Document_id_14,Publication_Date_14,Deadline_14,Document_14,Authority_Name_14,Document_id_15,Publication_Date_15,Deadline_15,Document_15,Authority_Name_15,Document_id_16,Publication_Date_16,Deadline_16,Document_16,Authority_Name_16
523543-2021,21-543429-001,33100000,Active,Slovakia,Košice,Medical equipments,Slovakia-Košice: Medical equipments,523543-2021,15/10/2021,201,KOŠICE,Nemocnica AGEL Košice-Šaca a.s. (36168165),SK,SK,8 - Other,-,12/10/2021,2 - Supplies,1 - Open procedure,2 - Additional information,4 - European Union,1 - Submission for all lots,1 - Lowest price,"33110000 - Imaging equipment for medical, dental and veterinary use39113200 - Settees33100000 - Medical equipments",SK,https://nemocnicakosicesaca.agel.sk/index.html,Public procurement Directive 2014/24/EU,03/11/2021,48.7172272,21.2496774,488636-2021,28/09/2021,03/11/2021,3 - Contract notice,Nemocnica AGEL Košice-Šaca a.s. (36168165),499720-2021,04/10/2021,26/10/2021,2 - Additional information,Nemocnica AGEL Košice-Šaca a.s. (36168165),523543-2021,15/10/2021,03/11/2021,2 - Additional information,Nemocnica AGEL Košice-Šaca a.s. (36168165),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523542-2021,21-543501-001,33100000,Active,Slovakia,Kežmarok,Medical equipments,Slovakia-Kežmarok: Medical equipments,523542-2021,15/10/2021,201,KEŽMAROK,Nemocnica Dr.Vojtecha Alexandra v Kežmarku n.o. (37886436),SK,SK,8 - Other,-,12/10/2021,2 - Supplies,1 - Open procedure,2 - Additional information,4 - European Union,1 - Submission for all lots,1 - Lowest price,"33110000 - Imaging equipment for medical, dental and veterinary use33195000 - Patient-monitoring system39113200 - Settees33100000 - Medical equipments",SK,https://nemocnicakezmarok.agel.sk/index.html,Public procurement Directive 2014/24/EU,03/11/2021,49.1362088,20.4308701,488635-2021,28/09/2021,03/11/2021,3 - Contract notice,Nemocnica Dr.Vojtecha Alexandra v Kežmarku n.o. (37886436),523542-2021,15/10/2021,03/11/2021,2 - Additional information,Nemocnica Dr.Vojtecha Alexandra v Kežmarku n.o. (37886436),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523541-2021,21-543406-001,33100000,Active,Slovakia,Handlová,Medical equipments,Slovakia-Handlová: Medical equipments,523541-2021,15/10/2021,201,HANDLOVÁ,Nemocnica AGEL Handlová s.r.o. (36339865),SK,SK,8 - Other,-,12/10/2021,2 - Supplies,1 - Open procedure,2 - Additional information,4 - European Union,1 - Submission for all lots,1 - Lowest price,39113200 - Settees33172200 - Resuscitation devices33192100 - Beds for medical use33111000 - X-ray devices33100000 - Medical equipments,SK,https://nemocnicahandlova.agel.sk/index.html,Public procurement Directive 2014/24/EU,03/11/2021,48.7314317,18.7626944,488632-2021,28/09/2021,03/11/2021,3 - Contract notice,Nemocnica AGEL Handlová s.r.o. (36339865),523541-2021,15/10/2021,03/11/2021,2 - Additional information,Nemocnica AGEL Handlová s.r.o. (36339865),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523430-2021,21-538579-001,42990000,Active,Slovakia,Malé Uherce,Miscellaneous special-purpose machinery,Slovakia-Malé Uherce: Miscellaneous special-purpose machinery,523430-2021,15/10/2021,201,MALÉ UHERCE,DR s. r. o. (50244035),SK,SK,8 - Other,-,11/10/2021,2 - Supplies,1 - Open procedure,2 - Additional information,4 - European Union,1 - Submission for all lots,1 - Lowest price,42715000 - Sewing machines42611000 - Special-purpose machine tools42990000 - Miscellaneous special-purpose machinery42991200 - Printing machinery,SK022,https://dajanarodriguez.sk,Public procurement Directive 2014/24/EU,11/11/2021,48.6205112,18.4028993,149597-2021,26/03/2021,11/11/2021,3 - Contract notice,DR s.r.o. (50244035),299607-2021,15/06/2021,16/07/2021,2 - Additional information,DR s. r. o. (50244035),350934-2021,12/07/2021,30/09/2021,2 - Additional information,DR s. r. o. (50244035),499683-2021,04/10/2021,15/10/2021,2 - Additional information,DR s. r. o. (50244035),523430-2021,15/10/2021,11/11/2021,2 - Additional information,DR s. r. o. (50244035),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523429-2021,21-539375-001,30125100,Active,Slovakia,Bratislava,Toner cartridges,Slovakia-Bratislava: Toner cartridges,523429-2021,15/10/2021,201,BRATISLAVA,Ministerstvo vnútra Slovenskej republiky (00151866),SK,SK,1 - Ministry or any other national or federal authority,-,11/10/2021,2 - Supplies,1 - Open procedure,2 - Additional information,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,1 - Lowest price,30125120 - Toner for photocopiers30125000 - Parts and accessories of photocopying apparatus30125110 - Toner for laser printers/fax machines60000000 - Transport services (excl. Waste transport)30125100 - Toner cartridges30124300 - Drums for office machine,SK01SK021SK022SK023SK031SK032SK041SK042,http://www.uvo.gov.sk/profily/-/profil/pdetail/239,Public procurement Directive 2014/24/EU,20/10/2021,48.1516988,17.1093063,379583-2021,27/07/2021,20/10/2021,3 - Contract notice,Ministerstvo vnútra Slovenskej republiky (00151866),426814-2021,23/08/2021,02/09/2021,2 - Additional information,Ministerstvo vnútra Slovenskej republiky (00151866),439844-2021,31/08/2021,14/09/2021,2 - Additional information,Ministerstvo vnútra Slovenskej republiky (00151866),451576-2021,07/09/2021,27/09/2021,2 - Additional information,Ministerstvo vnútra Slovenskej republiky (00151866),491658-2021,29/09/2021,06/10/2021,2 - Additional information,Ministerstvo vnútra Slovenskej republiky (00151866),509453-2021,08/10/2021,13/10/2021,2 - Additional information,Ministerstvo vnútra Slovenskej republiky (00151866),523429-2021,15/10/2021,20/10/2021,2 - Additional information,Ministerstvo vnútra Slovenskej republiky (00151866),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523428-2021,21-540089-001,31620000,Active,Slovakia,Bánovce nad Bebravou,Sound or visual signalling apparatus,Slovakia-Bánovce nad Bebravou: Sound or visual signalling apparatus,523428-2021,15/10/2021,201,BÁNOVCE NAD BEBRAVOU,Mesto Bánovce nad Bebravou (00310182),SK,SK,3 - Regional or local authority,-,11/10/2021,2 - Supplies,1 - Open procedure,2 - Additional information,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,1 - Lowest price,48000000 - Software package and information systems31620000 - Sound or visual signalling apparatus30210000 - Data-processing machines (hardware)45310000 - Electrical installation work,SK,https://josephine.proebiz.com/sk/tender/14170/summary,Public procurement Directive 2014/24/EU,18/10/2021,48.7216671,18.2598263,444615-2021,03/09/2021,18/10/2021,3 - Contract notice,Mesto Bánovce nad Bebravou (00310182),523428-2021,15/10/2021,18/10/2021,2 - Additional information,Mesto Bánovce nad Bebravou (00310182),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523390-2021,21-539278-001,42630000,Active,Slovakia,Prievidza,Metal-working machine tools,Slovakia-Prievidza: Metal-working machine tools,523390-2021,15/10/2021,201,PRIEVIDZA,TLprogres s.r.o. (46723579),SK,SK,8 - Other,-,11/10/2021,2 - Supplies,1 - Open procedure,2 - Additional information,4 - European Union,1 - Submission for all lots,1 - Lowest price,42630000 - Metal-working machine tools,SK022,https://tlprogres.sk/,Public procurement Directive 2014/24/EU,25/10/2021,48.7718361,18.6234916,478254-2021,22/09/2021,25/10/2021,3 - Contract notice,TLprogres s.r.o. (46723579),523390-2021,15/10/2021,25/10/2021,2 - Additional information,TLprogres s.r.o. (46723579),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523389-2021,21-538991-001,15000000,Active,Slovakia,Žilina,"Food, beverages, tobacco and related products","Slovakia-Žilina: Food, beverages, tobacco and related products",523389-2021,15/10/2021,201,ŽILINA,Mesto Žilina (00321796),SK,SK,3 - Regional or local authority,-,11/10/2021,2 - Supplies,1 - Open procedure,2 - Additional information,4 - European Union,1 - Submission for all lots,1 - Lowest price,"15235000 - Preserved fish15400000 - Animal or vegetable oils and fats15331460 - Canned vegetables15113000 - Pork15300000 - Fruit, vegetables and related products15112000 - Poultry15321000 - Fruit juices15000000 - Food, beverages, tobacco and related products15110000 - Meat15111100 - Beef15981200 - Sparkling mineral water15130000 - Meat products03142500 - Eggs15800000 - Miscellaneous food products15331170 - Frozen vegetables15600000 - Grain mill products, starches and starch products15500000 - Dairy products",SK031,www.zilina.sk,Public procurement Directive 2014/24/EU,12/11/2021,49.2234674,18.7393139,430602-2021,25/08/2021,12/11/2021,3 - Contract notice,Mesto Žilina (00321796),439867-2021,31/08/2021,22/09/2021,2 - Additional information,Mesto Žilina (00321796),482711-2021,24/09/2021,28/10/2021,2 - Additional information,Mesto Žilina (00321796),523389-2021,15/10/2021,12/11/2021,2 - Additional information,Mesto Žilina (00321796),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523235-2021,21-542566-001,33111710,Active,Slovakia,Košice,Angiography supplies,Slovakia-Košice: Angiography supplies,523235-2021,15/10/2021,201,KOŠICE,"Východoslovenský ústav srdcových a cievnych chorôb, a.s. (36601284)",SK,SK,6 - Body governed by public law,-,12/10/2021,2 - Supplies,2 - Restricted procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,1 - Lowest price,33111710 - Angiography supplies,SK042,http://www.vusch.sk,Public procurement Directive 2014/24/EU,,48.7172272,21.2496774,75783-2018,20/02/2018,26/03/2018,Y - Dynamic purchasing system,"Východoslovenský ústav srdcových a cievnych chorôb, a.s. (36601284)",95983-2018,03/03/2018,26/03/2018,2 - Additional information,"Východoslovenský ústav srdcových a cievnych chorôb, a.s. (36601284)",307961-2018,17/07/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522932-2021,21-542503-001,33111710,Active,Slovakia,Košice,Angiography supplies,Slovakia-Košice: Angiography supplies,522932-2021,15/10/2021,201,KOŠICE,"Východoslovenský ústav srdcových a cievnych chorôb, a.s. (36601284)",SK,SK,6 - Body governed by public law,-,12/10/2021,2 - Supplies,2 - Restricted procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,1 - Lowest price,33111710 - Angiography supplies,SK042,http://www.vusch.sk,Public procurement Directive 2014/24/EU,,48.7172272,21.2496774,75783-2018,20/02/2018,26/03/2018,Y - Dynamic purchasing system,"Východoslovenský ústav srdcových a cievnych chorôb, a.s. (36601284)",95983-2018,03/03/2018,26/03/2018,2 - Additional information,"Východoslovenský ústav srdcových a cievnych chorôb, a.s. (36601284)",307961-2018,17/07/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522886-2021,21-541623-001,39162100,Active,Slovakia,Žilina,Teaching equipment,Slovakia-Žilina: Teaching equipment,522886-2021,15/10/2021,201,ŽILINA,Žilinský samosprávny kraj (37808427),SK,SK,3 - Regional or local authority,-,12/10/2021,2 - Supplies,1 - Open procedure,7 - Contract award notice,4 - European Union,9 - Not applicable,1 - Lowest price,38300000 - Measuring instruments39162100 - Teaching equipment42638000 - Metal-working machining centre42623000 - Milling machines42621000 - Lathes42630000 - Metal-working machine tools,SK031,http:///www.regionzilina.sk,Public procurement Directive 2014/24/EU,,49.2234674,18.7393139,266344-2020,09/06/2020,20/08/2020,3 - Contract notice,Žilinský samosprávny kraj (37808427),354353-2020,28/07/2020,20/08/2020,2 - Additional information,Žilinský samosprávny kraj (37808427),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522767-2021,21-539927-001,30200000,Active,Slovakia,Trenčín,Computer equipment and supplies,Slovakia-Trenčín: Computer equipment and supplies,522767-2021,15/10/2021,201,TRENČÍN,Trenčianska univerzita Alexandra Dubčeka v Trenčíne (31118259),SK,SK,6 - Body governed by public law,-,11/10/2021,2 - Supplies,2 - Restricted procedure,7 - Contract award notice,4 - European Union,9 - Not applicable,1 - Lowest price,30200000 - Computer equipment and supplies,SKSK022,https://www.uvo.gov.sk/vyhladavanie-profilov/zakazky/2422,Public procurement Directive 2014/24/EU,,48.8923583,18.0393715,334135-2020,16/07/2020,14/08/2020,Y - Dynamic purchasing system,Trenčianska univerzita Alexandra Dubčeka v Trenčíne (31118259),55161-2021,03/02/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522765-2021,21-538395-001,33000000,Active,Slovakia,Bratislava,"Medical equipments, pharmaceuticals and personal care products","Slovakia-Bratislava: Medical equipments, pharmaceuticals and personal care products",522765-2021,15/10/2021,201,BRATISLAVA,"Ministerstvo práce, sociálnych vecí a rodiny Slovenskej republiky (00681156)",SK,SK,1 - Ministry or any other national or federal authority,-,11/10/2021,2 - Supplies,2 - Restricted procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,1 - Lowest price,"33000000 - Medical equipments, pharmaceuticals and personal care products",SK,http://www.employment.gov.sk,Public procurement Directive 2014/24/EU,,48.1516988,17.1093063,145986-2021,24/03/2021,20/04/2021,Y - Dynamic purchasing system,"Ministerstvo práce, sociálnych vecí a rodiny Slovenskej republiky (00681156)",522765-2021,15/10/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522762-2021,21-539377-001,15130000,Active,Slovakia,Leopoldov,Meat products,Slovakia-Leopoldov: Meat products,522762-2021,15/10/2021,201,LEOPOLDOV,Ústav na výkon trestu odňatia slobody a Ústav na výkon väzby (00738271),SK,SK,1 - Ministry or any other national or federal authority,-,11/10/2021,2 - Supplies,1 - Open procedure,7 - Contract award notice,4 - European Union,9 - Not applicable,1 - Lowest price,15131230 - Salami15130000 - Meat products,SK021,www.zvjs.sk,Public procurement Directive 2014/24/EU,,48.4441776,17.7654426,408766-2021,11/08/2021,09/09/2021,3 - Contract notice,Ústav na výkon trestu odňatia slobody a Ústav na výkon väzby (00738271),522762-2021,15/10/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522399-2021,21-542122-001,33141127,Active,Slovakia,Bratislava,Absorbable haemostatics,Slovakia-Bratislava: Absorbable haemostatics,522399-2021,15/10/2021,201,BRATISLAVA,"Národný ústav srdcových a cievnych chorôb, a.s. (35971126)",SK,SK,6 - Body governed by public law,-,12/10/2021,2 - Supplies,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,1 - Lowest price,33141127 - Absorbable haemostatics,SK01,http://www.nusch.sk,Public procurement Directive 2014/24/EU,15/11/2021,48.1516988,17.1093063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522394-2021,21-543530-001,09123000,Active,Slovakia,Bardejov,Natural gas,Slovakia-Bardejov: Natural gas,522394-2021,15/10/2021,201,BARDEJOV,"NsP Sv. Jakuba, n.o., Bardejov (36167908)",SK,SK,6 - Body governed by public law,-,12/10/2021,2 - Supplies,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,1 - Lowest price,09123000 - Natural gas,SK,https://www.nsp-bardejov.sk/,Public procurement Directive 2014/24/EU,12/11/2021,49.2926871,21.2756031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522393-2021,21-542878-001,15896000,Active,Slovakia,Želiezovce,Deep-frozen products,Slovakia-Želiezovce: Deep-frozen products,522393-2021,15/10/2021,201,ŽELIEZOVCE,Ústav na výkon trestu odňatia slobody (00738298),SK,SK,1 - Ministry or any other national or federal authority,-,12/10/2021,2 - Supplies,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,1 - Lowest price,15110000 - Meat15896000 - Deep-frozen products,SK,www.zvjs.sk,Public procurement Directive 2014/24/EU,23/11/2021,48.0492258,18.6583548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522392-2021,21-541275-001,09310000,Active,Slovakia,Bratislava,Electricity,Slovakia-Bratislava: Electricity,522392-2021,15/10/2021,201,BRATISLAVA,"BIONERGY, a. s. (45322317)",SK,SK,8 - Other,-,11/10/2021,2 - Supplies,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,1 - Lowest price,09310000 - Electricity65300000 - Electricity distribution and related services,SK,http://www.bionergy.sk/,Public procurement Directive 2014/24/EU,11/11/2021,48.1516988,17.1093063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522391-2021,21-541302-001,09123000,Active,Slovakia,Bratislava,Natural gas,Slovakia-Bratislava: Natural gas,522391-2021,15/10/2021,201,BRATISLAVA,"BIONERGY, a. s. (45322317)",SK,SK,8 - Other,-,11/10/2021,2 - Supplies,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,1 - Lowest price,09123000 - Natural gas,SK,https://www.uvo.gov.sk/vyhladavanie-profilov/zakazky/12104,Public procurement Directive 2014/24/EU,11/11/2021,48.1516988,17.1093063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522384-2021,21-542123-001,18317000,Active,Slovakia,Bratislava,Socks,Slovakia-Bratislava: Socks,522384-2021,15/10/2021,201,BRATISLAVA,Ministerstvo obrany Slovenskej republiky – Úrad pre investície a akvizície (30845572),SK,SK,1 - Ministry or any other national or federal authority,-,12/10/2021,2 - Supplies,1 - Open procedure,3 - Contract notice,4 - European Union,1 - Submission for all lots,1 - Lowest price,60000000 - Transport services (excl. Waste transport)18317000 - Socks,SK0,www.mosr.sk,Public procurement Directive 2014/24/EU,31/01/2022,48.1516988,17.1093063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522383-2021,21-542315-001,18425000,Active,Slovakia,Bratislava,Belts,Slovakia-Bratislava: Belts,522383-2021,15/10/2021,201,BRATISLAVA,Ministerstvo obrany Slovenskej republiky – Úrad pre investície a akvizície (30845572),SK,SK,1 - Ministry or any other national or federal authority,-,12/10/2021,2 - Supplies,1 - Open procedure,3 - Contract notice,4 - European Union,1 - Submission for all lots,1 - Lowest price,18425000 - Belts60000000 - Transport services (excl. Waste transport),SK0,http://www.mosr.sk,Public procurement Directive 2014/24/EU,28/01/2022,48.1516988,17.1093063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522382-2021,21-541250-001,34913000,Active,Slovakia,Banská Bystrica,Miscellaneous spare parts,Slovakia-Banská Bystrica: Miscellaneous spare parts,522382-2021,15/10/2021,201,BANSKÁ BYSTRICA,"LESY Slovenskej republiky, štátny podnik (36038351)",SK,SK,6 - Body governed by public law,-,11/10/2021,2 - Supplies,1 - Open procedure,3 - Contract notice,4 - European Union,1 - Submission for all lots,1 - Lowest price,34913000 - Miscellaneous spare parts60000000 - Transport services (excl. Waste transport),SK032,http://www.lesy.sk,Public procurement Directive 2014/24/EU,11/11/2021,48.7384028,19.1573494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
