Doc ID,Reception ID,CPV CODE,Notice Status,Country ISO,TOWN ISO,Project Name,Title,Notice publication number,Publication date,OJ S issue number,Town/city of the buyer,Official name of the buyer,Original language,Country of the buyer,Type of buyer,EU institution/agency,Document sent,Type of contract,Type of procedure,Notice type,Regulation,Type of bid,Award criteria,Common procurement vocabulary (CPV),Place of performance (NUTS),Internet address (URL),Legal basis,Deadline Date,latitude,longitude,"(0, 'Document_id_1')",Publication_Date_1,Deadline_1,Document_1,Authority_Name_1,"(0, 'Document_id_2')",Publication_Date_2,Deadline_2,Document_2,Authority_Name_2,"(0, 'Document_id_3')",Publication_Date_3,Deadline_3,Description,Postal Code,Email,Amount,Currency,Og Notice No,Document_3,Authority_Name_3,"(0, 'Document_id_4')",Publication_Date_4,Deadline_4,Document_4,Authority_Name_4,"(0, 'Document_id_5')",Publication_Date_5,Deadline_5
520690-2021,21-536454-001,38000000,Active,United Kingdom,Riccarton,"Laboratory, optical and precision equipments (excl. glasses)","United Kingdom-Riccarton: Laboratory, optical and precision equipments (excl. glasses)",520690-2021,13/10/2021,199,RICCARTON,Heriot-Watt University,EN,UK,6 - Body governed by public law,-,08/10/2021,2 - Supplies,V - Contract award without prior publication,V - Voluntary ex ante transparency notice,Z - Not specified,9 - Not applicable,Z - Not specified,"38000000 - Laboratory, optical and precision equipments (excl. glasses)",UKM75,http://hw.ac.uk,Public procurement Directive 2014/24/EU,,55.5953612,-4.4968041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520689-2021,21-537699-001,38000000,Active,United Kingdom,Redcar,"Laboratory, optical and precision equipments (excl. glasses)","United Kingdom-Redcar: Laboratory, optical and precision equipments (excl. glasses)",520689-2021,13/10/2021,199,REDCAR,Centre for Process Innovation Limited,EN,UK,6 - Body governed by public law,-,08/10/2021,2 - Supplies,1 - Open procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,"38000000 - Laboratory, optical and precision equipments (excl. glasses)",UK,www.uk-cpi.com,Public procurement Directive 2014/24/EU,,54.6179021,-1.0687914,352391-2021,12/07/2021,09/08/2021,3 - Contract notice,Centre for Process Innovation Ltd,520689-2021,13/10/2021,,,,,,,"This tender is to establish a Single Supplier Framework for the provision of Fatigue Test Equipment. CPI’s National Formulation Centre is looking to set up a mechanical fatigue test facility to complement its existing (static) mechanical test capabilities and has identified a need for a fatigue test machine with similar features to our static machine - capable of tension, compression and bending modes of deformation and of operating at temperatures ranging from -100°C to 350°C. This Framework is to cover spare parts, consumables, servicing and maintenance",TS10 4RF,e-tendering@uk-cpi.com,350000,GBP,GBP,,,,,,,,,,
520688-2021,21-537491-001,44613800,Active,United Kingdom,Birchwood,Containers for waste material,United Kingdom-Birchwood: Containers for waste material,520688-2021,13/10/2021,199,BIRCHWOOD,Sellafield Ltd (01002607),EN,UK,6 - Body governed by public law,-,08/10/2021,2 - Supplies,2 - Restricted procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,"44613800 - Containers for waste material09300000 - Electricity, heating, solar and nuclear energy09343000 - Radioactive materials09340000 - Nuclear fuels90520000 - Radioactive-, toxic-, medical- and hazardous waste services90521520 - Packaging of intermediate level nuclear waste44613000 - Large containers44613400 - Storage containers14622000 - Steel",UKD1,https://www.gov.uk/government/organisations/sellafield-ltd,Public procurement Directive 2014/24/EU,,53.42353815,-2.522304089656667,83895-2020,19/02/2020,,,,,,,,,,,,"The 2 Contracts are for the manufacture, testing, inspection and delivery of Hybrid 2 63 Can Racks to Sellafield Ltd. Hybrid 2 63 Can Racks are a high integrity, precision engineered, stainless steel, nuclear spent fuel containment system which will store spent fuel in the Thorp Receipt and Storage (TR&S) facility at Sellafield.",WA3 6GR,63.can.racks@sellafieldsites.com,44984818.00,GBP,GBP,,,,,,,,,,
520687-2021,21-536761-001,18424300,Active,United Kingdom,Hertford,Disposable gloves,United Kingdom-Hertford: Disposable gloves,520687-2021,13/10/2021,199,HERTFORD,Hertfordshire County Council,EN,UK,3 - Regional or local authority,-,08/10/2021,2 - Supplies,1 - Open procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,1 - Lowest price,18424300 - Disposable gloves18143000 - Protective gear,UKH23,www.hertfordshire.gov.uk,Public procurement Directive 2014/24/EU,,51.7957409,-0.078521,586865-2020,04/12/2020,08/01/2021,3 - Contract notice,Hertfordshire County Council,520687-2021,13/10/2021,,,,,,,,,,,,,,,,,,,,,,
520686-2021,21-536670-001,34114000,Active,United Kingdom,Cardiff,Specialist vehicles,United Kingdom-Cardiff: Specialist vehicles,520686-2021,13/10/2021,199,CARDIFF,Cardiff Council,EN,UK,3 - Regional or local authority,-,08/10/2021,2 - Supplies,1 - Open procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,34142200 - Skip loaders34144511 - Refuse-collection vehicles34136000 - Vans34114000 - Specialist vehicles,UKL22,www.cardiff.gov.uk,Public procurement Directive 2014/24/EU,,51.4816546,-3.1791934,285215-2020,18/06/2020,17/07/2020,3 - Contract notice,Cardiff Council,520686-2021,13/10/2021,,,,,,,The Council has awarded the replacement of its fleet of waste vehicles with new vehicles which were due to surpass their current economic life.Lot 1: Specialist Recycling Collection VehiclesLot 2: Hooklift VehiclesLot 3: Skip Lugger VehiclesLot 4: Box Vans Vehicles,CF10 4UW,corporateframeworks@cardiff.gov.uk,2500000,GBP,GBP,,,,,,,,,,
520685-2021,21-536079-001,3500000001,Active,United Kingdom,Leeds,"Security, fire-fighting, police and defence equipment","United Kingdom-Leeds: Security, fire-fighting, police and defence equipment",520685-2021,13/10/2021,199,LEEDS,Leeds City Council,EN,UK,3 - Regional or local authority,-,08/10/2021,2 - Supplies,2 - Restricted procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,"35121000 - Security equipment35000000 - Security, fire-fighting, police and defence equipment44521120 - Electronic security lock",UKE42,http://www.leeds.gov.uk,Public procurement Directive 2014/24/EU,,53.7974185,-1.5437941,340762-2020,20/07/2020,17/08/2020,3 - Contract notice,Leeds City Council,520685-2021,13/10/2021,,,,,,,Supply and Delivery of Electronic Security Equipment,LS1 1UR,Calum.McIntyre@leeds.gov.uk,3000000,GBP,GBP,,,,,,,,,,
517883-2021,21-533635-001,63520000,Active,United Kingdom,London,Transport agency services,United Kingdom-London: Transport agency services,517883-2021,12/10/2021,198,LONDON,Transport for London,EN,UK,6 - Body governed by public law,-,07/10/2021,4 - Services,E - Concession award procedure,J - Concession award notice,Z - Not specified,9 - Not applicable,8 - Other,63521000 - Freight transport agency services63520000 - Transport agency services,UK,www.tfl.gov.uk,Concession contract Directive 2014/23/EU,,51.5073219,-0.1276474,574094-2020,27/11/2020,23/12/2020,H - Services concession,Transport for London,517883-2021,12/10/2021,,,,,,,,,,,,,,,,,,,,,,
517882-2021,21-532873-001,72212450,Active,United Kingdom,Inverness,Time accounting or human resources software development services,United Kingdom-Inverness: Time accounting or human resources software development services,517882-2021,12/10/2021,198,INVERNESS,Highlands and Islands Airports Limited,EN,UK,4 - Utilities entity,-,07/10/2021,4 - Services,1 - Open procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,79211110 - Payroll management services48450000 - Time accounting or human resources software package72212450 - Time accounting or human resources software development services,UKM6,http://www.hial.co.uk,"Utilities (water, energy, transport and postal services) Directive 2014/25/EU",,57.4790124,-4.225739,325234-2020,10/07/2020,14/08/2020,3 - Contract notice,Highlands and Islands Airports Ltd,517882-2021,12/10/2021,,,,,,,,,,,,,,,,,,,,,,
517881-2021,21-534302-001,45232221,Active,United Kingdom,Perth,Transformer substation,United Kingdom-Perth: Transformer substation,517881-2021,12/10/2021,198,PERTH,Scottish Hydro Electric Transmission plc (SC213461),EN,UK,4 - Utilities entity,-,07/10/2021,1 - Works,4 - Negotiated procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,45232221 - Transformer substation,UKM77,www.sse.com,"Utilities (water, energy, transport and postal services) Directive 2014/25/EU",,56.3957679,-3.4335463,62557-2017,17/02/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,
517880-2021,21-534271-001,79311000,Active,United Kingdom,London,Survey services,United Kingdom-London: Survey services,517880-2021,12/10/2021,198,LONDON,Care Quality Commission,EN,UK,6 - Body governed by public law,-,07/10/2021,4 - Services,1 - Open procedure,K - Modification of a contract/concession during its term,"5 - European Union, with participation of GPA countries",9 - Not applicable,9 - Not applicable,79311210 - Telephone survey services79310000 - Market research services79311100 - Survey design services79320000 - Public-opinion polling services79311200 - Survey conduction services79311300 - Survey analysis services79315000 - Social research services79311000 - Survey services,UK,https://cqc.org.uk,Public procurement Directive 2014/24/EU,,51.5073219,-0.1276474,366499-2017,19/09/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,
517879-2021,21-534267-001,79311000,Active,United Kingdom,London,Survey services,United Kingdom-London: Survey services,517879-2021,12/10/2021,198,LONDON,Care Quality Commission,EN,UK,6 - Body governed by public law,-,07/10/2021,4 - Services,1 - Open procedure,K - Modification of a contract/concession during its term,"5 - European Union, with participation of GPA countries",9 - Not applicable,9 - Not applicable,79311210 - Telephone survey services79310000 - Market research services79311100 - Survey design services79320000 - Public-opinion polling services79311200 - Survey conduction services79311300 - Survey analysis services79315000 - Social research services79311000 - Survey services,UK,https://cqc.org.uk,Public procurement Directive 2014/24/EU,,51.5073219,-0.1276474,366499-2017,19/09/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,
517878-2021,21-534269-001,79311000,Active,United Kingdom,London,Survey services,United Kingdom-London: Survey services,517878-2021,12/10/2021,198,LONDON,Care Quality Commission,EN,UK,6 - Body governed by public law,-,07/10/2021,4 - Services,1 - Open procedure,K - Modification of a contract/concession during its term,"5 - European Union, with participation of GPA countries",9 - Not applicable,9 - Not applicable,79311210 - Telephone survey services79310000 - Market research services79311100 - Survey design services79320000 - Public-opinion polling services79311200 - Survey conduction services79311300 - Survey analysis services79315000 - Social research services79311000 - Survey services,UK,https://cqc.org.uk,Public procurement Directive 2014/24/EU,,51.5073219,-0.1276474,366499-2017,19/09/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,
517877-2021,21-533755-001,63712710,Active,United Kingdom,Belfast,Traffic monitoring services,United Kingdom-Belfast: Traffic monitoring services,517877-2021,12/10/2021,198,BELFAST,Department for Infrastructure - Roads,EN,UK,6 - Body governed by public law,-,07/10/2021,4 - Services,1 - Open procedure,K - Modification of a contract/concession during its term,"5 - European Union, with participation of GPA countries",9 - Not applicable,9 - Not applicable,63712710 - Traffic monitoring services,UKN,https://etendersni.gov.uk/epps,Public procurement Directive 2014/24/EU,,54.5964411,-5.9302761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517876-2021,21-533408-001,71315400,Active,United Kingdom,Manchester,Building-inspection services,United Kingdom-Manchester: Building-inspection services,517876-2021,12/10/2021,198,MANCHESTER,Procure Plus Holdings Limited,EN,UK,9 - Not applicable,-,07/10/2021,4 - Services,9 - Not applicable,K - Modification of a contract/concession during its term,9 - Not applicable,9 - Not applicable,9 - Not applicable,71315100 - Building-fabric consultancy services71315400 - Building-inspection services,UKUKCUKDUKD1UKEUKIUKJUKKUKL,http://www.procure-plus.com,Public procurement Directive 2014/24/EU,,53.4794892,-2.2451148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517875-2021,21-533258-001,79000000,Active,United Kingdom,Durham,"Business services: law, marketing, consulting, recruitment, printing and security","United Kingdom-Durham: Business services: law, marketing, consulting, recruitment, printing and security",517875-2021,12/10/2021,198,DURHAM,Durham County Council,EN,UK,3 - Regional or local authority,-,07/10/2021,4 - Services,1 - Open procedure,K - Modification of a contract/concession during its term,4 - European Union,9 - Not applicable,9 - Not applicable,"79000000 - Business services: law, marketing, consulting, recruitment, printing and security",UKC,http://www.durham.gov.uk,Public procurement Directive 2014/24/EU,,54.666667,-1.75,368590-2016,21/10/2016,29/11/2016,3 - Contract notice,Durham County Council,114355-2017,28/03/2017,,,,,,,,,,,,,,,,,,,,,,
517874-2021,21-533792-001,79400000,Active,United Kingdom,Newcastle,Business and management consultancy and related services,United Kingdom-Newcastle: Business and management consultancy and related services,517874-2021,12/10/2021,198,NEWCASTLE,Newcastle University,EN,UK,6 - Body governed by public law,-,07/10/2021,4 - Services,2 - Restricted procedure,2 - Additional information,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,"79000000 - Business services: law, marketing, consulting, recruitment, printing and security79400000 - Business and management consultancy and related services79410000 - Business and management consultancy services",UKC,https://www.ncl.ac.uk,Public procurement Directive 2014/24/EU,,54.9738474,-1.6131572,16574-2019,14/01/2019,18/02/2019,Y - Dynamic purchasing system,Newcastle University,492554-2019,18/10/2019,,,,,,,,,,,,,,,,,,,,,,
517873-2021,21-532966-001,90000000,Active,United Kingdom,Gloucester,"Sewage, refuse, cleaning and environmental services","United Kingdom-Gloucester: Sewage, refuse, cleaning and environmental services",517873-2021,12/10/2021,198,GLOUCESTER,Gloucestershire County Council,EN,UK,3 - Regional or local authority,-,07/10/2021,4 - Services,2 - Restricted procedure,2 - Additional information,4 - European Union,1 - Submission for all lots,2 - The most economic tender,"90900000 - Cleaning and sanitation services90700000 - Environmental services90600000 - Cleaning and sanitation services in urban or rural areas, and related services90500000 - Refuse and waste related services90510000 - Refuse disposal and treatment90000000 - Sewage, refuse, cleaning and environmental services",UKK13,https://www.gloucestershire.gov.uk,Public procurement Directive 2014/24/EU,31/01/2022,51.8653705,-2.2458192,415310-2016,25/11/2016,31/01/2022,3 - Contract notice,Gloucestershire County Council,517873-2021,12/10/2021,31/01/2022,2 - Additional information,Gloucestershire County Council,,,,,,,,,,,,,,,,,,,
517872-2021,21-532898-001,60140000,Active,United Kingdom,Inverness,Non-scheduled passenger transport,United Kingdom-Inverness: Non-scheduled passenger transport,517872-2021,12/10/2021,198,INVERNESS,Highlands and Islands Transport Partnership (HITRANS),EN,UK,R - Regional or local Agency/Office,-,07/10/2021,4 - Services,1 - Open procedure,2 - Additional information,Z - Not specified,1 - Submission for all lots,2 - The most economic tender,60112000 - Public road transport services60140000 - Non-scheduled passenger transport,UKM6,www.hitrans.org.uk,Public procurement Directive 2014/24/EU,25/10/2021,57.4790124,-4.225739,462599-2021,13/09/2021,25/10/2021,3 - Contract notice,Highlands and Islands Transport Partnership (HITRANS),517872-2021,12/10/2021,25/10/2021,2 - Additional information,Highlands and Islands Transport Partnership (HITRANS),,,,,,,,,,,,,,,,,,,
517871-2021,21-535014-001,80000000,Active,United Kingdom,Norwich,Education and training services,United Kingdom-Norwich: Education and training services,517871-2021,12/10/2021,198,NORWICH,New Anglia Local Enterprise Partnership Limited (07685830),EN,UK,6 - Body governed by public law,-,07/10/2021,4 - Services,1 - Open procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,"79000000 - Business services: law, marketing, consulting, recruitment, printing and security80000000 - Education and training services73000000 - Research and development services and related consultancy services",UKH14UKH15UKH16UKH17,http://www.newanglia.co.uk,Public procurement Directive 2014/24/EU,,52.628606,1.29227,415053-2021,13/08/2021,27/09/2021,3 - Contract notice,New Anglia Local Enterprise Partnership Limited (07685830),517871-2021,12/10/2021,,,,,,,"The successful organisation will be expected to deliver a programme of support as outlined below, and engage with the wider evaluation and information sharing goals of the project partnership as outlined above.  We currently offer a funded business start-up programme within our ERDF Business Growth Programme, which is delivered by Nwes and Menta, and due to end this autumn.   Details on our website here :  www.newanglia.co.uk/grant/start-up-programmeThis procurement is to deliver C-CARE Support for Self-Employment, a strand of T2, C Care Support for Social Inclusion. We are seeking a contractor to deliver project outputs as part of the larger programme. The whole delivery will take place in Norfolk and Suffolk with both online and face-to-face support required in both counties, and evidence that the successful organisation can deliver activity at locations right across Norfolk and Suffolk as demand requires.",NR4 7UG,rosemary.joy@newanglia.co.uk,666666.00,EUR,EUR,,,,,,,,,,
